article_id,image_path
813494001,data/processed\images\0813494001.jpg
753652004,data/processed\images\0753652001.jpg
797500002,data/processed\images\0797500001.jpg
617835010,data/processed\images\0617835001.jpg
186595001,data/processed\images\0186595001.jpg
843940005,data/processed\images\0843940001.jpg
554598011,data/processed\images\0554598001.jpg
660295001,data/processed\images\0660295001.jpg
903092001,data/processed\images\0903092001.jpg
685808001,data/processed\images\0685808001.jpg
666617002,data/processed\images\0666617001.jpg
744141006,data/processed\images\0744141001.jpg
685245001,data/processed\images\0685245001.jpg
872600001,data/processed\images\0872600001.jpg
537060003,data/processed\images\0537060001.jpg
543689003,data/processed\images\0543689001.jpg
688326018,data/processed\images\0688326001.jpg
893668002,data/processed\images\0893668001.jpg
773867002,data/processed\images\0773867001.jpg
629897001,data/processed\images\0629897001.jpg
798952001,data/processed\images\0798952001.jpg
843733002,data/processed\images\0843733001.jpg
487800051,data/processed\images\0487800001.jpg
501322001,data/processed\images\0501322001.jpg
814118014,data/processed\images\0814118001.jpg
774254002,data/processed\images\0774254001.jpg
810170007,data/processed\images\0810170001.jpg
590657001,data/processed\images\0590657001.jpg
610085002,data/processed\images\0610085001.jpg
644686001,data/processed\images\0644686001.jpg
721488006,data/processed\images\0721488001.jpg
703736001,data/processed\images\0703736001.jpg
681358002,data/processed\images\0681358001.jpg
551336008,data/processed\images\0551336001.jpg
827094001,data/processed\images\0827094001.jpg
780328002,data/processed\images\0780328001.jpg
879921001,data/processed\images\0879921001.jpg
739822004,data/processed\images\0739822001.jpg
670995004,data/processed\images\0670995001.jpg
612509005,data/processed\images\0612509001.jpg
719203003,data/processed\images\0719203001.jpg
713696007,data/processed\images\0713696001.jpg
667096005,data/processed\images\0667096001.jpg
783262001,data/processed\images\0783262001.jpg
695407009,data/processed\images\0695407001.jpg
633929003,data/processed\images\0633929001.jpg
814857007,data/processed\images\0814857001.jpg
793506001,data/processed\images\0793506001.jpg
690842001,data/processed\images\0690842001.jpg
621989001,data/processed\images\0621989001.jpg
545610001,data/processed\images\0545610001.jpg
707155002,data/processed\images\0707155001.jpg
767702001,data/processed\images\0767702001.jpg
875996003,data/processed\images\0875996001.jpg
615972001,data/processed\images\0615972001.jpg
755765002,data/processed\images\0755765001.jpg
732846001,data/processed\images\0732846001.jpg
649599001,data/processed\images\0649599001.jpg
933882001,data/processed\images\0933882001.jpg
717490003,data/processed\images\0717490001.jpg
732311005,data/processed\images\0732311001.jpg
673873001,data/processed\images\0673873001.jpg
646825001,data/processed\images\0646825001.jpg
718586004,data/processed\images\0718586001.jpg
524529006,data/processed\images\0524529001.jpg
610184001,data/processed\images\0610184001.jpg
714829001,data/processed\images\0714829001.jpg
891542003,data/processed\images\0891542001.jpg
677522001,data/processed\images\0677522001.jpg
634016002,data/processed\images\0634016001.jpg
725929001,data/processed\images\0725929001.jpg
890079005,data/processed\images\0890079001.jpg
901939001,data/processed\images\0901939001.jpg
857713001,data/processed\images\0857713001.jpg
840210003,data/processed\images\0840210001.jpg
740747001,data/processed\images\0740747001.jpg
558979004,data/processed\images\0558979001.jpg
554823002,data/processed\images\0554823001.jpg
793104003,data/processed\images\0793104001.jpg
675456003,data/processed\images\0675456001.jpg
542413002,data/processed\images\0542413001.jpg
695660001,data/processed\images\0695660001.jpg
687207001,data/processed\images\0687207001.jpg
607284006,data/processed\images\0607284001.jpg
721388004,data/processed\images\0721388001.jpg
738273001,data/processed\images\0738273001.jpg
575744001,data/processed\images\0575744001.jpg
757057003,data/processed\images\0757057001.jpg
695682006,data/processed\images\0695682001.jpg
838787001,data/processed\images\0838787001.jpg
783647001,data/processed\images\0783647001.jpg
854550001,data/processed\images\0854550001.jpg
871669003,data/processed\images\0871669001.jpg
801219001,data/processed\images\0801219001.jpg
652730013,data/processed\images\0652730001.jpg
678342016,data/processed\images\0678342001.jpg
884950003,data/processed\images\0884950001.jpg
883886001,data/processed\images\0883886001.jpg
759123001,data/processed\images\0759123001.jpg
894400002,data/processed\images\0894400001.jpg
769393001,data/processed\images\0769393001.jpg
129085027,data/processed\images\0129085001.jpg
771759006,data/processed\images\0771759001.jpg
703497001,data/processed\images\0703497001.jpg
902026002,data/processed\images\0902026001.jpg
690970004,data/processed\images\0690970001.jpg
864716001,data/processed\images\0864716001.jpg
756379002,data/processed\images\0756379001.jpg
732599001,data/processed\images\0732599001.jpg
443696014,data/processed\images\0443696001.jpg
757787001,data/processed\images\0757787001.jpg
665542015,data/processed\images\0665542001.jpg
753210005,data/processed\images\0753210001.jpg
688806001,data/processed\images\0688806001.jpg
691479004,data/processed\images\0691479001.jpg
693322002,data/processed\images\0693322001.jpg
791935001,data/processed\images\0791935001.jpg
582420002,data/processed\images\0582420001.jpg
796934001,data/processed\images\0796934001.jpg
640424002,data/processed\images\0640424001.jpg
744768001,data/processed\images\0744768001.jpg
658627003,data/processed\images\0658627001.jpg
625662004,data/processed\images\0625662001.jpg
622060003,data/processed\images\0622060001.jpg
602678001,data/processed\images\0602678001.jpg
784515001,data/processed\images\0784515001.jpg
651256001,data/processed\images\0651256001.jpg
504151006,data/processed\images\0504151001.jpg
501616086,data/processed\images\0501616001.jpg
653633001,data/processed\images\0653633001.jpg
581127006,data/processed\images\0581127001.jpg
564310011,data/processed\images\0564310001.jpg
890039001,data/processed\images\0890039001.jpg
745475021,data/processed\images\0745475001.jpg
645916001,data/processed\images\0645916001.jpg
900794001,data/processed\images\0900794001.jpg
678642015,data/processed\images\0678642001.jpg
651972001,data/processed\images\0651972001.jpg
827637002,data/processed\images\0827637001.jpg
495733003,data/processed\images\0495733001.jpg
663579001,data/processed\images\0663579001.jpg
802482002,data/processed\images\0802482001.jpg
630046015,data/processed\images\0630046001.jpg
848420003,data/processed\images\0848420001.jpg
860172004,data/processed\images\0860172001.jpg
825692001,data/processed\images\0825692001.jpg
883489001,data/processed\images\0883489001.jpg
901312001,data/processed\images\0901312001.jpg
882596002,data/processed\images\0882596001.jpg
699580001,data/processed\images\0699580001.jpg
662659002,data/processed\images\0662659001.jpg
692001004,data/processed\images\0692001001.jpg
597230001,data/processed\images\0597230001.jpg
775402002,data/processed\images\0775402001.jpg
568056001,data/processed\images\0568056001.jpg
746793002,data/processed\images\0746793001.jpg
865354001,data/processed\images\0865354001.jpg
612719001,data/processed\images\0612719001.jpg
870406001,data/processed\images\0870406001.jpg
929850001,data/processed\images\0929850001.jpg
818779001,data/processed\images\0818779001.jpg
783056001,data/processed\images\0783056001.jpg
776757001,data/processed\images\0776757001.jpg
589222001,data/processed\images\0589222001.jpg
739679006,data/processed\images\0739679001.jpg
681187003,data/processed\images\0681187001.jpg
838696001,data/processed\images\0838696001.jpg
653290004,data/processed\images\0653290001.jpg
411413021,data/processed\images\0411413001.jpg
853327001,data/processed\images\0853327001.jpg
781758008,data/processed\images\0781758001.jpg
820308001,data/processed\images\0820308001.jpg
874054002,data/processed\images\0874054001.jpg
769601001,data/processed\images\0769601001.jpg
641013001,data/processed\images\0641013001.jpg
817967001,data/processed\images\0817967001.jpg
703991001,data/processed\images\0703991001.jpg
559630013,data/processed\images\0559630001.jpg
547780019,data/processed\images\0547780001.jpg
660201002,data/processed\images\0660201001.jpg
722475005,data/processed\images\0722475001.jpg
896148001,data/processed\images\0896148001.jpg
690223001,data/processed\images\0690223001.jpg
686127006,data/processed\images\0686127001.jpg
661023005,data/processed\images\0661023001.jpg
584631003,data/processed\images\0584631001.jpg
710695012,data/processed\images\0710695001.jpg
831252002,data/processed\images\0831252001.jpg
556539003,data/processed\images\0556539001.jpg
770700001,data/processed\images\0770700001.jpg
767918006,data/processed\images\0767918001.jpg
755771002,data/processed\images\0755771001.jpg
566940015,data/processed\images\0566940001.jpg
688458002,data/processed\images\0688458001.jpg
839579001,data/processed\images\0839579001.jpg
776376001,data/processed\images\0776376001.jpg
685815001,data/processed\images\0685815001.jpg
699781003,data/processed\images\0699781001.jpg
849747001,data/processed\images\0849747001.jpg
643470001,data/processed\images\0643470001.jpg
878616001,data/processed\images\0878616001.jpg
595417001,data/processed\images\0595417001.jpg
878069002,data/processed\images\0878069001.jpg
816355001,data/processed\images\0816355001.jpg
710876001,data/processed\images\0710876001.jpg
809517001,data/processed\images\0809517001.jpg
714032018,data/processed\images\0714032001.jpg
767123036,data/processed\images\0767123001.jpg
826941001,data/processed\images\0826941001.jpg
612138001,data/processed\images\0612138001.jpg
532578010,data/processed\images\0532578001.jpg
633042001,data/processed\images\0633042001.jpg
659295001,data/processed\images\0659295001.jpg
787523006,data/processed\images\0787523001.jpg
753475013,data/processed\images\0753475001.jpg
640727001,data/processed\images\0640727001.jpg
715652001,data/processed\images\0715652001.jpg
853097001,data/processed\images\0853097001.jpg
795991002,data/processed\images\0795991001.jpg
665975002,data/processed\images\0665975001.jpg
734540002,data/processed\images\0734540001.jpg
742024001,data/processed\images\0742024001.jpg
664189001,data/processed\images\0664189001.jpg
791521001,data/processed\images\0791521001.jpg
770504001,data/processed\images\0770504001.jpg
604349001,data/processed\images\0604349001.jpg
648374001,data/processed\images\0648374001.jpg
620008001,data/processed\images\0620008001.jpg
552826027,data/processed\images\0552826001.jpg
723409003,data/processed\images\0723409001.jpg
505838001,data/processed\images\0505838001.jpg
734729001,data/processed\images\0734729001.jpg
887559003,data/processed\images\0887559001.jpg
611899009,data/processed\images\0611899001.jpg
892841002,data/processed\images\0892841001.jpg
339252009,data/processed\images\0339252001.jpg
920731001,data/processed\images\0920731001.jpg
511414002,data/processed\images\0511414001.jpg
787758004,data/processed\images\0787758001.jpg
648861001,data/processed\images\0648861001.jpg
721435001,data/processed\images\0721435001.jpg
696134002,data/processed\images\0696134001.jpg
765564003,data/processed\images\0765564001.jpg
850562001,data/processed\images\0850562001.jpg
673552003,data/processed\images\0673552001.jpg
619285002,data/processed\images\0619285001.jpg
830754002,data/processed\images\0830754001.jpg
596956004,data/processed\images\0596956001.jpg
569889001,data/processed\images\0569889001.jpg
699923114,data/processed\images\0699923001.jpg
485689002,data/processed\images\0485689001.jpg
784110001,data/processed\images\0784110001.jpg
688665002,data/processed\images\0688665001.jpg
684033001,data/processed\images\0684033001.jpg
559580003,data/processed\images\0559580001.jpg
812967001,data/processed\images\0812967001.jpg
557248021,data/processed\images\0557248001.jpg
862738003,data/processed\images\0862738001.jpg
650578005,data/processed\images\0650578001.jpg
796128001,data/processed\images\0796128001.jpg
660308017,data/processed\images\0660308001.jpg
917606001,data/processed\images\0917606001.jpg
828926002,data/processed\images\0828926001.jpg
526342001,data/processed\images\0526342001.jpg
293433057,data/processed\images\0293433001.jpg
677848011,data/processed\images\0677848001.jpg
738713004,data/processed\images\0738713001.jpg
580775001,data/processed\images\0580775001.jpg
879200001,data/processed\images\0879200001.jpg
663384002,data/processed\images\0663384001.jpg
784415003,data/processed\images\0784415001.jpg
573085005,data/processed\images\0573085001.jpg
651865001,data/processed\images\0651865001.jpg
809200001,data/processed\images\0809200001.jpg
552018003,data/processed\images\0552018001.jpg
654100004,data/processed\images\0654100001.jpg
795514001,data/processed\images\0795514001.jpg
806071003,data/processed\images\0806071001.jpg
736049004,data/processed\images\0736049001.jpg
652242001,data/processed\images\0652242001.jpg
689014019,data/processed\images\0689014001.jpg
621760009,data/processed\images\0621760001.jpg
697912002,data/processed\images\0697912001.jpg
878755001,data/processed\images\0878755001.jpg
619230001,data/processed\images\0619230001.jpg
704029004,data/processed\images\0704029001.jpg
730122002,data/processed\images\0730122001.jpg
669327001,data/processed\images\0669327001.jpg
865674001,data/processed\images\0865674001.jpg
870293002,data/processed\images\0870293001.jpg
749176004,data/processed\images\0749176001.jpg
715333002,data/processed\images\0715333001.jpg
803592003,data/processed\images\0803592001.jpg
762896023,data/processed\images\0762896001.jpg
884174003,data/processed\images\0884174001.jpg
822022002,data/processed\images\0822022001.jpg
894302004,data/processed\images\0894302001.jpg
690970002,data/processed\images\0690970001.jpg
619601006,data/processed\images\0619601001.jpg
855216001,data/processed\images\0855216001.jpg
769992001,data/processed\images\0769992001.jpg
559139018,data/processed\images\0559139001.jpg
629040001,data/processed\images\0629040001.jpg
644471001,data/processed\images\0644471001.jpg
799627001,data/processed\images\0799627001.jpg
846296003,data/processed\images\0846296001.jpg
697813002,data/processed\images\0697813001.jpg
544619001,data/processed\images\0544619001.jpg
652356027,data/processed\images\0652356001.jpg
816832003,data/processed\images\0816832001.jpg
583390001,data/processed\images\0583390001.jpg
763196001,data/processed\images\0763196001.jpg
660290001,data/processed\images\0660290001.jpg
569974008,data/processed\images\0569974001.jpg
680554001,data/processed\images\0680554001.jpg
708389001,data/processed\images\0708389001.jpg
754238001,data/processed\images\0754238001.jpg
763886004,data/processed\images\0763886001.jpg
503569031,data/processed\images\0503569001.jpg
499578001,data/processed\images\0499578001.jpg
647338014,data/processed\images\0647338001.jpg
889496002,data/processed\images\0889496001.jpg
854818005,data/processed\images\0854818001.jpg
822300003,data/processed\images\0822300001.jpg
836009003,data/processed\images\0836009001.jpg
904567001,data/processed\images\0904567001.jpg
642105001,data/processed\images\0642105001.jpg
674448003,data/processed\images\0674448001.jpg
893637001,data/processed\images\0893637001.jpg
688873016,data/processed\images\0688873001.jpg
749064001,data/processed\images\0749064001.jpg
668213001,data/processed\images\0668213001.jpg
934669001,data/processed\images\0934669001.jpg
442915017,data/processed\images\0442915001.jpg
597424001,data/processed\images\0597424001.jpg
685232001,data/processed\images\0685232001.jpg
814805002,data/processed\images\0814805001.jpg
689005002,data/processed\images\0689005001.jpg
718380005,data/processed\images\0718380001.jpg
710115005,data/processed\images\0710115001.jpg
695742002,data/processed\images\0695742001.jpg
656104001,data/processed\images\0656104001.jpg
891249001,data/processed\images\0891249001.jpg
598460002,data/processed\images\0598460001.jpg
628642002,data/processed\images\0628642001.jpg
811993021,data/processed\images\0811993001.jpg
527573001,data/processed\images\0527573001.jpg
699208001,data/processed\images\0699208001.jpg
827370003,data/processed\images\0827370001.jpg
857280001,data/processed\images\0857280001.jpg
865030001,data/processed\images\0865030001.jpg
703996001,data/processed\images\0703996001.jpg
798622013,data/processed\images\0798622001.jpg
736089001,data/processed\images\0736089001.jpg
634036003,data/processed\images\0634036001.jpg
821911001,data/processed\images\0821911001.jpg
717664001,data/processed\images\0717664001.jpg
571631001,data/processed\images\0571631001.jpg
811354001,data/processed\images\0811354001.jpg
617127001,data/processed\images\0617127001.jpg
921266006,data/processed\images\0921266001.jpg
669091022,data/processed\images\0669091001.jpg
676900004,data/processed\images\0676900001.jpg
635494002,data/processed\images\0635494001.jpg
669215004,data/processed\images\0669215001.jpg
795440002,data/processed\images\0795440001.jpg
744600002,data/processed\images\0744600001.jpg
708471003,data/processed\images\0708471001.jpg
756582001,data/processed\images\0756582001.jpg
669215001,data/processed\images\0669215001.jpg
910933001,data/processed\images\0910933001.jpg
586218005,data/processed\images\0586218001.jpg
487800028,data/processed\images\0487800001.jpg
881591002,data/processed\images\0881591001.jpg
341452001,data/processed\images\0341452001.jpg
529581004,data/processed\images\0529581001.jpg
646789001,data/processed\images\0646789001.jpg
596119001,data/processed\images\0596119001.jpg
852590001,data/processed\images\0852590001.jpg
857439001,data/processed\images\0857439001.jpg
916425002,data/processed\images\0916425001.jpg
790577002,data/processed\images\0790577001.jpg
638269001,data/processed\images\0638269001.jpg
741827003,data/processed\images\0741827001.jpg
662349005,data/processed\images\0662349001.jpg
690193007,data/processed\images\0690193001.jpg
857030003,data/processed\images\0857030001.jpg
803593004,data/processed\images\0803593001.jpg
911454001,data/processed\images\0911454001.jpg
637149009,data/processed\images\0637149001.jpg
578599003,data/processed\images\0578599001.jpg
590929001,data/processed\images\0590929001.jpg
706747003,data/processed\images\0706747001.jpg
637411017,data/processed\images\0637411001.jpg
853636001,data/processed\images\0853636001.jpg
860892001,data/processed\images\0860892001.jpg
550004002,data/processed\images\0550004001.jpg
621972005,data/processed\images\0621972001.jpg
869953001,data/processed\images\0869953001.jpg
562900002,data/processed\images\0562900001.jpg
882900004,data/processed\images\0882900001.jpg
521978002,data/processed\images\0521978001.jpg
873706012,data/processed\images\0873706001.jpg
770352005,data/processed\images\0770352001.jpg
612778002,data/processed\images\0612778001.jpg
695857002,data/processed\images\0695857001.jpg
411758029,data/processed\images\0411758001.jpg
705589002,data/processed\images\0705589001.jpg
685805001,data/processed\images\0685805001.jpg
843614011,data/processed\images\0843614001.jpg
652746001,data/processed\images\0652746001.jpg
579504003,data/processed\images\0579504001.jpg
610571001,data/processed\images\0610571001.jpg
673281006,data/processed\images\0673281001.jpg
515291001,data/processed\images\0515291001.jpg
898398001,data/processed\images\0898398001.jpg
778522001,data/processed\images\0778522001.jpg
893679001,data/processed\images\0893679001.jpg
776742003,data/processed\images\0776742001.jpg
534164019,data/processed\images\0534164001.jpg
700144002,data/processed\images\0700144001.jpg
585146001,data/processed\images\0585146001.jpg
774546001,data/processed\images\0774546001.jpg
673214015,data/processed\images\0673214001.jpg
819073001,data/processed\images\0819073001.jpg
579470001,data/processed\images\0579470001.jpg
801905002,data/processed\images\0801905001.jpg
679687007,data/processed\images\0679687001.jpg
513373020,data/processed\images\0513373001.jpg
509133001,data/processed\images\0509133001.jpg
742416001,data/processed\images\0742416001.jpg
871495001,data/processed\images\0871495001.jpg
908652001,data/processed\images\0908652001.jpg
619764009,data/processed\images\0619764001.jpg
651003002,data/processed\images\0651003001.jpg
785100001,data/processed\images\0785100001.jpg
766259001,data/processed\images\0766259001.jpg
724692001,data/processed\images\0724692001.jpg
768285001,data/processed\images\0768285001.jpg
615021021,data/processed\images\0615021001.jpg
890982001,data/processed\images\0890982001.jpg
651258001,data/processed\images\0651258001.jpg
708674001,data/processed\images\0708674001.jpg
617063002,data/processed\images\0617063001.jpg
740943003,data/processed\images\0740943001.jpg
695577002,data/processed\images\0695577001.jpg
571961001,data/processed\images\0571961001.jpg
801856002,data/processed\images\0801856001.jpg
796794001,data/processed\images\0796794001.jpg
573560001,data/processed\images\0573560001.jpg
862104018,data/processed\images\0862104001.jpg
691487001,data/processed\images\0691487001.jpg
610709001,data/processed\images\0610709001.jpg
811596001,data/processed\images\0811596001.jpg
806133005,data/processed\images\0806133001.jpg
655869001,data/processed\images\0655869001.jpg
885468001,data/processed\images\0885468001.jpg
568931009,data/processed\images\0568931001.jpg
845614003,data/processed\images\0845614001.jpg
680391023,data/processed\images\0680391001.jpg
559954001,data/processed\images\0559954001.jpg
748361002,data/processed\images\0748361001.jpg
662067001,data/processed\images\0662067001.jpg
661851004,data/processed\images\0661851001.jpg
864510001,data/processed\images\0864510001.jpg
804553001,data/processed\images\0804553001.jpg
835941004,data/processed\images\0835941001.jpg
701515001,data/processed\images\0701515001.jpg
771283001,data/processed\images\0771283001.jpg
808237002,data/processed\images\0808237001.jpg
519847012,data/processed\images\0519847001.jpg
906576001,data/processed\images\0906576001.jpg
693242009,data/processed\images\0693242001.jpg
872714001,data/processed\images\0872714001.jpg
551396001,data/processed\images\0551396001.jpg
645382001,data/processed\images\0645382001.jpg
907852001,data/processed\images\0907852001.jpg
621473001,data/processed\images\0621473001.jpg
763202001,data/processed\images\0763202001.jpg
547610001,data/processed\images\0547610001.jpg
761695001,data/processed\images\0761695001.jpg
759040001,data/processed\images\0759040001.jpg
897901002,data/processed\images\0897901001.jpg
648295001,data/processed\images\0648295001.jpg
645629003,data/processed\images\0645629001.jpg
853321001,data/processed\images\0853321001.jpg
487051011,data/processed\images\0487051001.jpg
719685001,data/processed\images\0719685001.jpg
749268002,data/processed\images\0749268001.jpg
683385001,data/processed\images\0683385001.jpg
315509036,data/processed\images\0315509001.jpg
729814001,data/processed\images\0729814001.jpg
611201001,data/processed\images\0611201001.jpg
742258017,data/processed\images\0742258001.jpg
577986001,data/processed\images\0577986001.jpg
660551001,data/processed\images\0660551001.jpg
751998004,data/processed\images\0751998001.jpg
703004001,data/processed\images\0703004001.jpg
890448003,data/processed\images\0890448001.jpg
898295002,data/processed\images\0898295001.jpg
749850001,data/processed\images\0749850001.jpg
859952002,data/processed\images\0859952001.jpg
624299001,data/processed\images\0624299001.jpg
632446001,data/processed\images\0632446001.jpg
825509006,data/processed\images\0825509001.jpg
690217001,data/processed\images\0690217001.jpg
619280008,data/processed\images\0619280001.jpg
785188002,data/processed\images\0785188001.jpg
609181006,data/processed\images\0609181001.jpg
717477001,data/processed\images\0717477001.jpg
692846011,data/processed\images\0692846001.jpg
733549005,data/processed\images\0733549001.jpg
683476001,data/processed\images\0683476001.jpg
551459001,data/processed\images\0551459001.jpg
923521001,data/processed\images\0923521001.jpg
853558001,data/processed\images\0853558001.jpg
741249002,data/processed\images\0741249001.jpg
707350002,data/processed\images\0707350001.jpg
661343001,data/processed\images\0661343001.jpg
921090004,data/processed\images\0921090001.jpg
779163001,data/processed\images\0779163001.jpg
688570001,data/processed\images\0688570001.jpg
767758001,data/processed\images\0767758001.jpg
607322001,data/processed\images\0607322001.jpg
551413005,data/processed\images\0551413001.jpg
626443014,data/processed\images\0626443001.jpg
795602001,data/processed\images\0795602001.jpg
795706001,data/processed\images\0795706001.jpg
448515027,data/processed\images\0448515001.jpg
826211002,data/processed\images\0826211001.jpg
598859009,data/processed\images\0598859001.jpg
559619002,data/processed\images\0559619001.jpg
642078002,data/processed\images\0642078001.jpg
578431001,data/processed\images\0578431001.jpg
571319002,data/processed\images\0571319001.jpg
804936002,data/processed\images\0804936001.jpg
636972001,data/processed\images\0636972001.jpg
806241001,data/processed\images\0806241001.jpg
740463001,data/processed\images\0740463001.jpg
402389009,data/processed\images\0402389001.jpg
898195001,data/processed\images\0898195001.jpg
517921005,data/processed\images\0517921001.jpg
723353002,data/processed\images\0723353001.jpg
828809001,data/processed\images\0828809001.jpg
645971001,data/processed\images\0645971001.jpg
714493002,data/processed\images\0714493001.jpg
663383001,data/processed\images\0663383001.jpg
717727003,data/processed\images\0717727001.jpg
743909001,data/processed\images\0743909001.jpg
813688001,data/processed\images\0813688001.jpg
564999003,data/processed\images\0564999001.jpg
685821002,data/processed\images\0685821001.jpg
596278001,data/processed\images\0596278001.jpg
820114002,data/processed\images\0820114001.jpg
874837001,data/processed\images\0874837001.jpg
794575017,data/processed\images\0794575001.jpg
626838002,data/processed\images\0626838001.jpg
796046002,data/processed\images\0796046001.jpg
623522003,data/processed\images\0623522001.jpg
747099005,data/processed\images\0747099001.jpg
504151003,data/processed\images\0504151001.jpg
796705001,data/processed\images\0796705001.jpg
568838007,data/processed\images\0568838001.jpg
700280002,data/processed\images\0700280001.jpg
845906003,data/processed\images\0845906001.jpg
783354004,data/processed\images\0783354001.jpg
655347006,data/processed\images\0655347001.jpg
626263008,data/processed\images\0626263001.jpg
759385001,data/processed\images\0759385001.jpg
580000003,data/processed\images\0580000001.jpg
623903001,data/processed\images\0623903001.jpg
743359004,data/processed\images\0743359001.jpg
569997009,data/processed\images\0569997001.jpg
789808002,data/processed\images\0789808001.jpg
883425002,data/processed\images\0883425001.jpg
885638001,data/processed\images\0885638001.jpg
792490001,data/processed\images\0792490001.jpg
646813002,data/processed\images\0646813001.jpg
699070011,data/processed\images\0699070001.jpg
621766003,data/processed\images\0621766001.jpg
657134001,data/processed\images\0657134001.jpg
872404001,data/processed\images\0872404001.jpg
624512001,data/processed\images\0624512001.jpg
608375001,data/processed\images\0608375001.jpg
669896004,data/processed\images\0669896001.jpg
649440043,data/processed\images\0649440001.jpg
731383003,data/processed\images\0731383001.jpg
679709014,data/processed\images\0679709001.jpg
798997001,data/processed\images\0798997001.jpg
689807001,data/processed\images\0689807001.jpg
937915001,data/processed\images\0937915001.jpg
719048001,data/processed\images\0719048001.jpg
693479003,data/processed\images\0693479001.jpg
855747001,data/processed\images\0855747001.jpg
797540001,data/processed\images\0797540001.jpg
582807001,data/processed\images\0582807001.jpg
324502017,data/processed\images\0324502001.jpg
693235002,data/processed\images\0693235001.jpg
588705003,data/processed\images\0588705001.jpg
625068002,data/processed\images\0625068001.jpg
727557001,data/processed\images\0727557001.jpg
722438001,data/processed\images\0722438001.jpg
790635002,data/processed\images\0790635001.jpg
779351004,data/processed\images\0779351001.jpg
801859005,data/processed\images\0801859001.jpg
703826002,data/processed\images\0703826001.jpg
896157001,data/processed\images\0896157001.jpg
718278002,data/processed\images\0718278001.jpg
670590001,data/processed\images\0670590001.jpg
887750002,data/processed\images\0887750001.jpg
684040002,data/processed\images\0684040001.jpg
918591002,data/processed\images\0918591001.jpg
810671002,data/processed\images\0810671001.jpg
579421001,data/processed\images\0579421001.jpg
585557003,data/processed\images\0585557001.jpg
715828003,data/processed\images\0715828001.jpg
816250001,data/processed\images\0816250001.jpg
805469005,data/processed\images\0805469001.jpg
871908002,data/processed\images\0871908001.jpg
725438003,data/processed\images\0725438001.jpg
606395022,data/processed\images\0606395001.jpg
591550001,data/processed\images\0591550001.jpg
678280009,data/processed\images\0678280001.jpg
762026001,data/processed\images\0762026001.jpg
796870001,data/processed\images\0796870001.jpg
845304003,data/processed\images\0845304001.jpg
770916002,data/processed\images\0770916001.jpg
698919001,data/processed\images\0698919001.jpg
789407003,data/processed\images\0789407001.jpg
849519004,data/processed\images\0849519001.jpg
768217001,data/processed\images\0768217001.jpg
579691001,data/processed\images\0579691001.jpg
938364001,data/processed\images\0938364001.jpg
546728001,data/processed\images\0546728001.jpg
825772001,data/processed\images\0825772001.jpg
743791001,data/processed\images\0743791001.jpg
696533007,data/processed\images\0696533001.jpg
693540001,data/processed\images\0693540001.jpg
875950001,data/processed\images\0875950001.jpg
716518002,data/processed\images\0716518001.jpg
832923001,data/processed\images\0832923001.jpg
651465003,data/processed\images\0651465001.jpg
504619001,data/processed\images\0504619001.jpg
377277037,data/processed\images\0377277001.jpg
771621001,data/processed\images\0771621001.jpg
654910001,data/processed\images\0654910001.jpg
895564001,data/processed\images\0895564001.jpg
685813030,data/processed\images\0685813001.jpg
554126003,data/processed\images\0554126001.jpg
678684001,data/processed\images\0678684001.jpg
624639001,data/processed\images\0624639001.jpg
607702001,data/processed\images\0607702001.jpg
803547002,data/processed\images\0803547001.jpg
559061003,data/processed\images\0559061001.jpg
812679001,data/processed\images\0812679001.jpg
664647005,data/processed\images\0664647001.jpg
871674007,data/processed\images\0871674001.jpg
670698013,data/processed\images\0670698001.jpg
905867002,data/processed\images\0905867001.jpg
585355008,data/processed\images\0585355001.jpg
878250001,data/processed\images\0878250001.jpg
593191002,data/processed\images\0593191001.jpg
849112002,data/processed\images\0849112001.jpg
900854003,data/processed\images\0900854001.jpg
937862001,data/processed\images\0937862001.jpg
580379002,data/processed\images\0580379001.jpg
541848001,data/processed\images\0541848001.jpg
746300013,data/processed\images\0746300001.jpg
652730016,data/processed\images\0652730001.jpg
636392005,data/processed\images\0636392001.jpg
681373016,data/processed\images\0681373001.jpg
560603003,data/processed\images\0560603001.jpg
898892001,data/processed\images\0898892001.jpg
293433018,data/processed\images\0293433001.jpg
816754009,data/processed\images\0816754001.jpg
832465001,data/processed\images\0832465001.jpg
569562014,data/processed\images\0569562001.jpg
745147001,data/processed\images\0745147001.jpg
653151002,data/processed\images\0653151001.jpg
796705002,data/processed\images\0796705001.jpg
857516001,data/processed\images\0857516001.jpg
870769003,data/processed\images\0870769001.jpg
861471001,data/processed\images\0861471001.jpg
726416002,data/processed\images\0726416001.jpg
696736001,data/processed\images\0696736001.jpg
625216003,data/processed\images\0625216001.jpg
865059002,data/processed\images\0865059001.jpg
762331001,data/processed\images\0762331001.jpg
758440001,data/processed\images\0758440001.jpg
823250002,data/processed\images\0823250001.jpg
684305002,data/processed\images\0684305001.jpg
863649001,data/processed\images\0863649001.jpg
601693001,data/processed\images\0601693001.jpg
703826004,data/processed\images\0703826001.jpg
577375001,data/processed\images\0577375001.jpg
609037002,data/processed\images\0609037001.jpg
825227001,data/processed\images\0825227001.jpg
622026001,data/processed\images\0622026001.jpg
591647002,data/processed\images\0591647001.jpg
