article_id,text
776774001,"Cardigan in soft, rib-knit wool with a V-neck, large, tone-on-tone buttons down the front, gently dropped shoulders and long balloon sleeves. Wide elasticated knit trim at the cuffs and hem. | D2 PE YOKO KNITTED CARDIGAN | Cardigan | Garment Upper body | Ladieswear | Dark Red | Solid"
599719055,"Short shorts in woven fabric with a zip fly and button, side pockets and fake welt back pockets. | Hudson shorts TVP | Shorts | Garment Lower body | Ladieswear | Light Blue | Other structure"
769102009,"Long-sleeved, all-in-one pyjamas in soft, organic cotton jersey. | 3P LS PJ | Pyjama jumpsuit/playsuit | Nightwear | Baby Sizes 50-98 | Dark Blue | All over pattern"
426199002,Ellen Shortie Daisy Low 3p | Underwear bottom | Underwear | Lingeries/Tights | Black | Solid
750409001,"Sleeveless, knee-length dress in ribbed jersey with a V-neck, narrow shoulder straps and a straight-cut back with a slit. | Nettan Dress | Dress | Garment Full body | Divided | Black | Solid"
684021038,T-shirt in soft cotton jersey with a round neckline and a print motif. | Wow printed tee 6.99 | T-shirt | Garment Upper body | Menswear | Black | Placement print
651845002,"Short, fitted dress in stretch fabric with a diagonal zip down the front, notch lapels with decorative buttons, and 3/4-length sleeves. Detachable, adjustable belt with a metal buckle at the waist. Unlined. | Biker Dress LS | Dress | Garment Full body | Divided | Black | Solid"
713533008,"Short jacket in washed cotton twill with a collar and buttons down the front. Flap chest pockets with a button, side pockets and buttoned cuffs. | Aruba denim jacket | Jacket | Garment Upper body | Divided | Light Pink | Denim"
833470001,Sleeveless dress in an airy weave with elastication around the neckline and an elasticated seam at the waist. Flared skirt with vertical flounces all round and an asymmetric hem. Lined. | Tomo dress | Dress | Garment Full body | Children Sizes 134-170 | Light Green | Solid
515991009,Long-sleeved top in soft organic cotton jersey. | Ulla LS | T-shirt | Garment Upper body | Ladieswear | Dark Pink | Solid
556550001,Short skirt in woven fabric with an elasticated waist and fringes. Jersey lining. | CSP W Lea | Skirt | Garment Lower body | Ladieswear | Black | Solid
808021008,Court shoes with pointed toes and block heels. Satin linings and imitation leather insoles. Heel 8 cm. | Emi pump(1) | Pumps | Shoes | Ladies Accessories | Black | Solid
816423004,"High-waisted shorts in superstretch twill with a zip fly and button, back pockets and sewn-in turn-ups at the hems. | Ozzy  HW Denim Shorts | Shorts | Garment Lower body | Divided | Light Blue | Denim"
677501002,Spiral twist metal earrings. Length 9 cm. | Class Snurre earring | Earring | Accessories | Ladies Accessories | Silver | Solid
738672001,"Gloves in a soft, fine knit. Fleece lining. | GLOVES MALTE | Gloves | Accessories | Children Accessories, Swimwear | Black | Solid"
749099010,"Long-sleeved top in lightweight sweatshirt fabric with a motif, and ribbing around the neckline, cuffs and hem. Rounded and slightly longer at the back. | Diana Fancy sweater | Sweater | Garment Upper body | Children Sizes 92-140 | Light Yellow | Colour blocking"
750623009,"Vest tops in cotton jersey with narrow shoulder straps, picot trims at the top and a decorative satin bow at the front. | ROMY 5-p tanktop | Vest top | Garment Upper body | Children Sizes 92-140 | Light Pink | Solid"
485673051,"Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front. The cotton content of the shorts is organic. | TP Henrik 3-p boxer BB | Underwear bottom | Underwear | Children Sizes 134-170 | Light Blue | Solid"
820960003,"Short, fitted dress in soft cotton jersey with narrow shoulder straps. | Molly dress | Dress | Garment Full body | Divided | Dark Grey | Melange"
671599009,Short-sleeved polo shirt in soft cotton piqué with a collar and button placket. | Turner stretch polo | Polo shirt | Garment Upper body | Menswear | Dark Green | Solid
751779001,"Ankle-length jersey trousers with elastication and a wide jersey panel at the waist and straight, wide legs. | Carla/Vivi culotte | Trousers | Garment Lower body | Ladieswear | Dark Blue | Solid"
549749003,"Baby Exclusive. Dress in sturdy organic cotton jersey crêpe with a hood and concealed press-studs at the top. Kangaroo pocket, ribbed cuffs and slits in the sides. | GRÖN sweatshirtdress | Dress | Garment Full body | Baby Sizes 50-98 | Light Beige | Solid"
677885014,Sleeveless dress in printed jersey with a seam at the waist and flared skirt. | Dragonfly dress | Dress | Garment Full body | Children Sizes 92-140 | Light Green | All over pattern
588392001,"Wide, high-waisted shorts in woven fabric with pleats at the top and a zip fly. Side pockets, fake welt back pockets and a tie belt at the waist. | MC Trinny shorts | Shorts | Garment Lower body | Ladieswear | Black | Solid"
568593007,Round-necked T-shirts in soft organic cotton jersey. | BILLY basic 3-p s/s BB | T-shirt | Garment Upper body | Children Sizes 134-170 | Greenish Khaki | Solid
750423019,"Trousers in soft twill with a regular, elasticated drawstring waist, side pockets, fake welt back pockets and tapered legs with slits at the hems. | DeLuca pull on TVP RW TVP | Trousers | Garment Lower body | Ladieswear | Light Beige | Check"
594999003,"Oxford cotton shirt in a straight, gently tapered fit with a button-down collar, classic front and open chest pocket. Yoke with a pleat at the back, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. | AGATE button down - oxford | Shirt | Garment Upper body | Menswear | White | Solid"
495030016,Socks in a fine-knit cotton blend designed to be hidden inside your shoes. The socks have elastication around the openings and a concealed silicone trim around the heel for best fit. | 5pk invisble sock | Socks | Socks & Tights | Menswear | Dark Blue | Solid
718948002,"Long top in lightweight sweatshirt fabric with a lined, drawstring hood, kangaroo pocket, long sleeves and ribbing at the cuffs and hem. | Blake Long Hood | Hoodie | Garment Upper body | Menswear | Light Grey | Melange"
795878001,Metal and acetate hoop earrings in various designs. Diameter from 1 cm to 2.5 cm. | Flirty Owe hoop pk | Earring | Accessories | Ladies Accessories | Gold | Solid
613618001,"Ankle-length trousers in woven fabric with a regular waist, concealed hook-and-eye fastener and zip fly. Side pockets, fake welt back pockets and straight legs with creases. | MC Vermont fancy trs | Trousers | Garment Lower body | Ladieswear | Black | Other structure"
905833001,Leggings in jersey made from a viscose blend. High waist with concealed elastication and seams down the legs. | Fox leggings | Leggings/Tights | Garment Lower body | Ladieswear | Black | Solid
574060002,"Jumper in a soft rib-knit with a hole-knit sections at the front, low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. | Bar Rib Sweater | Sweater | Garment Upper body | Divided | Dark Purple | Solid"
845948001,"Cropped top in soft, patterned jersey with a smocked bodice and square neckline with covered elastication at the top. Long, wide sleeves with narrow, covered elastication at the cuffs, and a seam and small flounce at the hem. Unlined. | Jene Smock Top | Sweater | Garment Upper body | Divided | Green | All over pattern"
637641009,"Long-sleeved jumper in a soft, fine, fluffy knit with ribbing around the neckline, cuffs and hem. | Valborg | Sweater | Garment Upper body | Children Sizes 92-140 | Light Pink | Solid"
558512008,"5-pocket slim-fit jeans in supersoft, stretch denim with an adjustable elasticated waist, zip fly and button, and narrow hems. | SKINNY Knit 79 | Trousers | Garment Lower body | Children Sizes 92-140 | Light Blue | Denim"
747558013,"Jumper in a fine knit with a reversible sequin motif on the front, long sleeves and ribbing around the neckline, cuffs and hem. | COCO sweater | Sweater | Garment Upper body | Children Sizes 134-170 | Dark Blue | Sequin"
870519004,"Top in soft sweatshirt fabric with a motif and a wrapover, double-layered hood. Dropped shoulders, long sleeves and ribbing at the cuffs and hem. | Victoria Hood | Hoodie | Garment Upper body | Children Sizes 92-140 | Dark Pink | Sequin"
732418003,Calf-length dress in soft slub jersey made from a modal and cotton blend with a V-neck front and back and narrow shoulder straps. Sewn-in wrapover at the front and a seam at the waist with ties at one side. | Emerald | Dress | Garment Full body | Ladieswear | White | Stripe
625090007,"Softshell jacket in windproof, water-repellent functional fabric with folded seams, a detachable hood and stand-up collar. Zip down the front, zipped front pockets, ribbed cuffs and reflective details. Brushed, thermal inside. The jacket has a water-repellent coating without fluorocarbons. | SB Texas softshell TP | Jacket | Garment Upper body | Children Sizes 92-140 | Orange | Solid"
674675001,"Leggings in stretch twill, one pair with an all-over print. Elasticated waist, fake front pockets, real back pockets and a fake fly. | MAGGIE 2-pack woven | Trousers | Garment Lower body | Baby Sizes 50-98 | Light Turquoise | All over pattern"
559761004,"Top in slub pima cotton jersey with dropped shoulders and short, tiered sleeves. | Ananas frill tee | T-shirt | Garment Upper body | Ladieswear | Pink | Solid"
668398002,"Set with a cotton vest top and shorts. Vest top with a print motif on the front. Shorts with an elasticated drawstring waist, side pockets and a print motif on one leg. | Marley set1 | Vest top | Garment Upper body | Children Sizes 134-170 | Dark Green | Front print"
892883001,Earrings in metal decorated with rhinestones in glass and plastic. Length 2 cm and 8.5 cm. | Flirty Monkey earring | Earring | Accessories | Ladies Accessories | Light Yellow | Solid
701258001,"Jumper in a soft rib knit with long sleeves and ribbing around the neckline, cuffs and hem. | Octagon knit | Sweater | Garment Upper body | Menswear | Black | Solid"
879702002,"Ankle-length dress in woven fabric with narrow, adjustable shoulder straps, a V-neck and wrapover top. Seam under the bust, a concealed zip in one side and a softly draping, pleated skirt. Lined. | Emilia dress | Dress | Garment Full body | Ladieswear | Light Blue | Solid"
610730002,"Long-sleeved blouse in a softly draping weave with a collar, concealed buttons down the front and a yoke with a pleat at the back. Slightly wider sleeves with buttoned cuffs, and a rounded hem. | Gyda. | Blouse | Garment Upper body | Ladieswear | White | Solid"
719732001,"Long-sleeved jumper in soft, fine-knit cotton with an embroidered pattern, and ribbing around the neckline, cuffs and hem. | ES Detroit jumper CNY | Sweater | Garment Upper body | Children Sizes 134-170 | Red | All over pattern"
676859001,"Jacket in soft pile with a mesh-lined drawstring hood, stand-up collar and zip down the front. Side pockets, sections in woven fabric on the underside of the sleeves and down the sides, and ribbed cuffs. | MELLOW pile hoodie | Hoodie | Garment Upper body | Sport | Light Beige | Solid"
664312004,Double-layered hairband in a chunky knit with a knot detail at the front. | Helen headband | Hat/beanie | Accessories | Ladies Accessories | Light Beige | Solid
790820002,"Padded jacket in woven fabric with a jersey-lined hood with an elasticated drawstring. Zip with a wind flap and press-studs down the front, zipped, diagonal front pockets and an inner pocket. Ribbing at the cuffs and hem. Lined. | Mr Tom | Hoodie | Garment Upper body | Menswear | Greenish Khaki | Solid"
902694001,"Sleeveless maxi dress in a crêpe weave with a V-neck and narrow, adjustable shoulder straps. Gathered, elasticated seam at the waist and a straight-cut skirt with high slits in the sides. Unlined. The polyester content of the dress is recycled. | DIV Mel Petite Maxi Dress | Dress | Garment Full body | Divided | Dark Green | All over pattern"
781758032,"Shirt in woven fabric with an easy-iron finish. Turn-down collar, classic front and darts and a yoke at the back. Long sleeves, narrow cuffs with adjustable buttoning, and a rounded hem. Slim Fit – a fit with narrow shoulders and a tapered waist for a fitted silhouette. | FRAME Easy Iron TVP S0 | Shirt | Garment Upper body | Menswear | Black | All over pattern"
297078008,Textured-knit tights with an elasticated waist. | Heavy Chain 1p Tights | Leggings/Tights | Garment Lower body | Lingeries/Tights | Beige | Melange
616585001,Calf-length dress in a patterned viscose weave with a decorative tie at the neck and matching drawstring at the waist. 3/4-length sleeves with flounced cuffs and a flounce at the hem. Unlined. | SPEED Daffodil | Dress | Garment Full body | Ladieswear | Dark Blue | All over pattern
853475001,Sleeveless top in sequin-embroidered mesh with a V-neck front and back. Jersey lining. | ED Jalin party top | Vest top | Garment Upper body | Ladieswear | Light Beige | Sequin
484398023,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed mesh key pocket in the waistband. | SUPREME tights | Leggings/Tights | Garment Lower body | Sport | Dark Blue | Colour blocking
587472001,Round metal and plastic studs. | Cool Bettina studpk | Earring | Accessories | Ladies Accessories | Red | Solid
786243001,"Long-sleeved circus costume in soft velour with a V-neck, concealed zip at the back and fringed epaulettes. Glittery elastication at the cuffs, decorative buttons at the front and a peplum that divides at the back. | HW Circus body | Bodysuit | Garment Upper body | Divided | Red | Solid"
699075005,"Fully lined bikini top with removable inserts, a knot at the front and a fastener at the back. | Sweet and Bitter Top | Bikini top | Swimwear | Lingeries/Tights | Dark Blue | Dot"
591489001,"Short dress in airy, patterned chiffon with a V-neck at the back with lacing and long, wide sleeves with elasticated cuffs. Elasticated seam at the waist and a wide flounce at the hem. Lined. | Hanna dress W | Dress | Garment Full body | Divided | Red | All over pattern"
690960001,Long-sleeved top in cotton jersey with a reversible sequin motif on the front (sizes 1½-4Y with normal sequins). Slightly longer at the back with a gently rounded hem. | Beck L/S top | Top | Garment Upper body | Children Sizes 92-140 | White | Sequin
683275003,"Purse with a zip around three sides. Four card compartments, one note compartment and a small, zipped coin compartment. Size 2x10x11.5 cm. | MICHAELA WALLET small | Other accessories | Accessories | Divided | Yellow | Solid"
797150002,Wide blouse in woven fabric with elastication and decorative gathers around the neckline and a small frilled collar. Long raglan sleeves with wide smocking and a small frill trim at the cuffs. | Valentine | Blouse | Garment Upper body | Ladieswear | Black | All over pattern
780392001,"Cardigan in lightweight sweatshirt fabric with a jersey-lined hood, side pockets and raw edges at the cuffs and hem. No fasteners. | DIV Lydon cardigan | Hoodie | Garment Upper body | Divided | Black | Solid"
684021070,T-shirt in soft cotton jersey with a round neckline and a print motif. | Wow printed tee 6.99 | T-shirt | Garment Upper body | Menswear | Black | Placement print
604068008,"Pyjamas in soft, printed cotton jersey. Long-sleeved top with ribbing around the neckline and cuffs. Bottoms with an elasticated waist and ribbed hems. | Adrien l/l pj BB 2-p | Pyjama set | Nightwear | Children Sizes 134-170 | Grey | Mixed solid/pattern"
912627002,"Car coat in twill with a collar, concealed buttons down the front, diagonal welt front pockets and inner pockets. Long raglan sleeves with an adjustable tab at the cuffs, and a single back vent. Lined in satin made from recycled polyester. | pro carcoat | Coat | Garment Upper body | Menswear | Black | Solid"
733749024,Cropped top in soft cotton jersey with concealed elastication at the front of the top. | Cissi tube top | Vest top | Garment Upper body | Divided | Red | Solid
631772003,Sleeveless dress in organic cotton jersey with a smocked seam at the waist and rounded hem. | VALERIE dress | Dress | Garment Full body | Children Sizes 134-170 | Light Green | Solid
685274002,"Straight-cut coat in a merino wool and cashmere blend with notch lapels and buttons down the front. Yoke at the back, wide sleeves with an adjustable tab at the cuffs, and welt front pockets. Unlined. | Thunder Cashmere Coat | Coat | Garment Upper body | Ladieswear | Dark Beige | Solid"
685009006,"Fitted dress in stretch jersey with a V-neck, long sleeves and a decorative knot at the front. | Dominican dress | Dress | Garment Full body | Divided | Light Beige | All over pattern"
695798001,"Lightweight jacket in a patterned weave with a lined, detachable hood and a zip down the front. Adjustable elasticated waist, flap front pockets with a press-stud, and elasticated cuffs. Lined. | KELLY wind jkt | Jacket | Garment Upper body | Children Sizes 92-140 | Light Pink | All over pattern"
591441003,"Imitation leather hi-tops with fabric sections and a padded edge and tongue. Hook and loop tab at the top, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and rubber soles. | JULIUS  HT SB | Sneakers | Shoes | Children Accessories, Swimwear | Black | Chambray"
660327002,"Blouse in an airy viscose weave with broderie anglaise. Smocked stand-up collar, an opening with covered buttons at the back of the neck, long sleeves with smocking at the cuffs, and a gently rounded hem. | Artur shell top | Blouse | Garment Upper body | Ladieswear | Black | Solid"
837802001,"Calf-length, empire-line dress in soft velour with elastication at the top. Short, elasticated puff sleeves that can be worn in several different ways with an organza lining for added stability and volume. Unlined. | Lisbon Dress | Dress | Garment Full body | Ladieswear | Black | Solid"
660994003,"Skirt in tulle with glitter. Elastic waistband with a bow, seam with a small frill trim and a flounced tier to the hem. Lined. | Rosalie tulle skirt | Skirt | Garment Lower body | Children Sizes 92-140 | Red | Solid"
869169001,Fitted vest top in soft cotton jersey with a racer back. | Kim racing tank | Vest top | Garment Upper body | Divided | Black | Solid
759277001,"Jacket in a cotton twill weave with a collar and concealed fasteners down the front, flap chest pockets and side pockets. Gently dropped shoulders, long sleeves with buttoned cuffs and a seam with a drawstring at the waist. Unlined. | SPEED Fresno parka | Jacket | Garment Upper body | Divided | Greenish Khaki | Solid"
503569014,Long-sleeved tops in soft jersey. The cotton content of the tops is organic. | TP TOBIE 3-pack l/s | T-shirt | Garment Upper body | Children Sizes 92-140 | Dark Green | Solid
686643001,"Jumper in fine-knit cotton with long raglan sleeves and ribbing around the neckline, cuffs and hem. | Hans r-neck | Sweater | Garment Upper body | Menswear | Dark Blue | Solid"
642411002,Fisherman's hat in cotton twill with an embroidered motif. Width of brim 7 cm. | Monet Fisherman Hat | Hat/brim | Accessories | Ladies Accessories | Dark Grey | Solid
785961001,"Soft jersey, boxy-style top with a sequined motif on the front, dropped shoulders and short sleeves. | ILSE SEQUENCE TEE | T-shirt | Garment Upper body | Children Sizes 134-170 | Light Turquoise | Sequin"
647781005,"Jumper in a soft, fine-knit merino wool blend with long sleeves and ribbing at the cuffs and hem. | PAUL R-NECK MERINO | Sweater | Garment Upper body | Menswear | Light Beige | Melange"
806132003,"Top in lightweight sweatshirt fabric with a print motif on the front. Dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. | NEUVA YORK sweater | Sweater | Garment Upper body | Children Sizes 92-140 | Light Grey | Front print"
803153001,"Earrings in hammered metal with a large, pearly plastic bead. Length 4 cm. | Flirty Awardness earring | Earring | Accessories | Ladies Accessories | Gold | Solid"
557546007,"Scarf in soft, rib-knit cashmere. Size 35x170 cm. | JUNGLE Scarf | Hat/beanie | Accessories | Menswear | Off White | Solid"
543689001,"Fitted, one-button jacket in woven fabric with notch lapels, jetted front pockets and a single back vent. Lined. | Mariette. | Blazer | Garment Upper body | Ladieswear | Black | Other structure"
733310001,"Ankle-length trousers in an airy linen blend with a regular, elasticated drawstring waist, side pockets and straight, wide legs. | Finlandia culottes RW | Trousers | Garment Lower body | Ladieswear | Blue | Stripe"
781820003,"Short-sleeved shirt in stretch cotton piqué with a turn-down collar, buttons down the front and short slits in the sides. Muscle Fit – a fit designed to showcase the body’s natural physique with narrow shoulders and tapered sleeves to create a flattering silhouette. | ENOKI SS MUSCLE JERSEY SHIRT | Polo shirt | Garment Upper body | Menswear | Greenish Khaki | Other structure"
720572003,"Short dress in jersey made from a viscose blend with narrow shoulder straps, a seam at the waist and a gently flared skirt. Unlined. | Bahama dress | Dress | Garment Full body | Divided | White | All over pattern"
545396012,"Joggers in sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems. Soft brushed inside. The cotton content of the joggers is organic. | JOEL Sweatpants SB | Trousers | Garment Lower body | Children Sizes 92-140 | Dark Blue | Solid"
787989001,"Jumpsuit in a patterned weave with a frill-trimmed V-neck, covered buttons at the top and long sleeves with narrow elastication at the cuffs. Elasticated seam and a detachable tie belt at the waist and straight, wide legs. Unlined. | Lina Jumpsuit | Jumpsuit/Playsuit | Garment Full body | Divided | Black | All over pattern"
732675001,Cap in hard-washed cotton with an adjustable tab and metal fastener at the back. | Cap John Heavy Wash | Cap/peaked | Accessories | Menswear | Black | Treatment
870579001,"Long-sleeved hoodie in soft, printed sweatshirt fabric with a double-layered hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside. | Ariana hood | Sweater | Garment Upper body | Children Sizes 134-170 | Pink | Front print"
720877002,"Fitted dress in a rib-knit viscose blend with a ribbed neckline, decorative eyelets at the top, cut-out sections at the shoulders and long sleeves. | Kata dress | Dress | Garment Full body | Divided | Dark Pink | Solid"
808841003,"Knee-length wrapover skirt in a crêpe weave with a regular waist, concealed press-stud and ties at one side and an asymmetric, flounced hem. Unlined. | CLEMENTINE MAXI SKIRT | Skirt | Garment Lower body | Divided | Black | Dot"
668628001,One-shoulder blouse in airy cotton poplin with an elasticated top and long sleeves with elastication at the cuffs. | Amy campaign | Blouse | Garment Upper body | Ladieswear | White | Solid
768205009,"Top in soft sweatshirt fabric with a kangaroo pocket, jersey-lined hood with a wrapover front, and ribbing at the cuffs and hem. Soft brushed inside. | ELLE hood | Sweater | Garment Upper body | Children Sizes 134-170 | Other Pink | Melange"
528568002,"Outdoor jacket in sweatshirt fabric with a hood, zip down the front and side pockets with a contrasting colour zip. Long raglan sleeves with ribbed cuffs, and a ribbed hem. | PLUM zip up sweatshirt | Sweater | Garment Upper body | Sport | Black | Solid"
851675001,"Long top in soft, ribbed jersey with long sleeves, high slits in the sides and a rounded hem. Longer at the back. | Babe ls GREY | Top | Garment Upper body | Divided | Black | Solid"
702499001,"Sleeveless tunic in an airy weave with a V-neck, small wrapover with a pleat at the front, and a rounded hem. The polyester content of the tunic is partly recycled. | Rosemarine top | Blouse | Garment Upper body | Ladieswear | Dark Blue | Solid"
701963004,"Hipster briefs in lace with a low waist, lined gusset, wide sides and cutaway coverage at the back. | Cardamom Hipster | Underwear bottom | Underwear | Lingeries/Tights | Black | Lace"
779111001,"Padded jacket in a quilted weave with a detachable, drawstring hood and pile-lined stand-up collar with press-studs. Zip and wind flap with press-studs down the front. Chest and front pockets with a flap and press-stud, an inner pocket, and a drawstring at the hem. Lined. | El viro | Hoodie | Garment Upper body | Menswear | Greenish Khaki | Solid"
753210007,T-shirt in soft viscose jersey with a slight sheen. Print motif on the front and ribbing around the neckline. | Boulevard- TVP- TM | T-shirt | Garment Upper body | Divided | White | Embroidery
588155002,"Crêpe top with a small stand-up collar, opening at the top and a yoke with a pleat at the back. | MC The firm blouse | Blouse | Garment Upper body | Ladieswear | Dark Green | Solid"
739675003,Sleeveless top in printed cotton jersey with a frill around the armholes. | Basenji tank top | Vest top | Garment Upper body | Children Sizes 92-140 | Light Yellow | Front print
824194001,"Ankle-length joggers in soft sweatshirt fabric with a high, elasticated drawstring waist. Side pockets, flap leg pockets with a concealed press-stud, and tapered legs with covered elastication at the hems. Soft brushed inside. | Utility HW Joggers | Trousers | Garment Lower body | Divided | Beige | Solid"
717477003,T-shirt in soft jersey with a contrasting colour trim around the neckline and sleeves. | Rita Ringer Tee. | T-shirt | Garment Upper body | Divided | Dark Yellow | Colour blocking
670537003,Rockford 3 pcs set | Shirt | Garment Upper body | Children Sizes 92-140 | Black | Check
823677003,"Jewellery set with an adjustable metal ring and necklace. Necklace with a chain and pendant. Adjustable length of necklace 39-47 cm. | G-box locket & ring | Giftbox | Accessories | Children Accessories, Swimwear | Light Pink | Solid"
874888001,"Short dress in an airy, patterned weave with a small frilled collar and V-shaped opening at the front. Long, wide raglan sleeves with a narrow trim at the cuffs and a decorative flounce around the forearms. Seams at the waist and hem for added width. Lined in jersey made from recycled polyester. | ED Tivoli dress | Dress | Garment Full body | Ladieswear | Black | All over pattern"
721929003,"Round-necked T-shirt in soft cotton jersey with a print motif on the front. Press-stud on one shoulder (except in sizes 1-10Y) and a straight-cut hem. For the matching parent’s T-shirt, look for 0721930. | Mini me kids | T-shirt | Garment Upper body | Baby Sizes 50-98 | White | Placement print"
508903005,"Cropped top in soft jersey with raw, rolled edges. | Honey raw cut tee | T-shirt | Garment Upper body | Divided | Pink | Solid"
870517023,"Top in soft sweatshirt fabric with gently dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. | Chelsea fancy crew | Sweater | Garment Upper body | Children Sizes 92-140 | Dark Blue | Sequin"
798791003,"Straight-cut top in sequined mesh with a round neckline, short sleeves and straight-cut hem with short slits in the sides. Jersey lining. | Nemo sequin | Top | Garment Upper body | Ladieswear | Light Beige | Sequin"
569355014,Slip-on trainers with fabric linings and insoles and rubber soles. | Alma Sneaker | Sneakers | Shoes | Ladies Accessories | Gold | Metallic
709297001,"Bikini top with lined cups, removable inserts and narrow shoulder straps that join and tie at the back. | Breadwinner Top | Bikini top | Swimwear | Lingeries/Tights | Dark Blue | Solid"
820444001,"Fitted top in soft, ribbed jersey with a round neck and short puff sleeves. | ED Marguerite | Top | Garment Upper body | Ladieswear | Light Pink | Solid"
710194003,Loose-fitting vest top in an airy satin weave with a V-neck front and back. | Sandy | Vest top | Garment Upper body | Ladieswear | Dark Blue | Solid
886754001,"Sleeveless, knee-length dress in jersey with a wrapover top, softly draped V-neck and a seam at the waist with a sewn-on belt that has decorative metal D-rings. Unlined. | Anonymous dress | Dress | Garment Full body | Ladieswear | Dark Turquoise | Solid"
542982021,"Joggers in lightweight sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems. | TP KEVIN sweatpants BB | Trousers | Garment Lower body | Children Sizes 134-170 | Dark Blue | Melange"
621522030,"T-shirt in soft, printed cotton jersey. | Mike tee | T-shirt | Garment Upper body | Menswear | White | Front print"
631059001,"Jacquard-weave top with a V-neck and narrow, adjustable shoulder straps. | JILLY TANK S.8 | Vest top | Garment Upper body | Divided | Black | Jacquard"
617119002,"Hat in a soft, fine knit with faux fur pompoms at the top and embroidery on the turned-up hem. | LILLY BG beanie SPEED | Hat/beanie | Accessories | Children Accessories, Swimwear | Black | Solid"
855249006,Calf-length dress in woven fabric. Wide fit with an opening and covered button at the back of the neck and short puff sleeves with narrow cuffs. Seam at the waist and a flared skirt with a flounce at the hem. | Lake | Dress | Garment Full body | Ladieswear | Light Beige | All over pattern
190021003,"Fine-knit, shaftless socks. | Basic 5p Minishaftless | Socks | Socks & Tights | Lingeries/Tights | Black | Solid"
663568003,Short skirt in woven fabric with a high waist and zip at the back. | Enna (1) | Skirt | Garment Lower body | Ladieswear | Beige | Solid
494472001,"Padded parka with a detachable lined hood with a faux fur trim and a stand-up collar. Zip and wind flap with press-studs down the front, handwarmer pockets, flap front pockets, a zipped sleeve pocket and inner ribbing at the cuffs. Lined. | BB Timm parka | Jacket | Garment Upper body | Children Sizes 134-170 | Greenish Khaki | Solid"
677572002,Long metal earrings. Length 6.5 cm. | Cool Wanda earring RT | Earring | Accessories | Ladies Accessories | Silver | Solid
569769001,"Trainers with elasticated lacing at the top, a lightly padded edge and tongue, and a loop at the back. Mesh linings and insoles and rubber soles. | Tessla sneaker | Sneakers | Shoes | Baby Sizes 50-98 | Dark Blue | Solid"
884348001,Short necklace in heavy metal chain. Adjustable length 47-54 cm. | CHUNKY CHAIN | Necklace | Accessories | Divided | Silver | Glittering/Metallic
671519014,"Tops in soft jersey with narrow shoulder straps, a picot trim at the top and decorative bow at the front. | ROMY 3-p fancy tanktop | Vest top | Garment Upper body | Children Sizes 92-140 | Dark Grey | Mixed solid/pattern"
593369001,Fine-knit top in a soft cotton blend with 3/4-length sleeves. | Marina sweater | Top | Garment Upper body | Ladieswear | Off White | Stripe
801803003,"Shorts in an airy cotton weave with an adjustable, elasticated waist, pleats at the front and detachable, soft tie belt. Fake fly with a press-stud, side pockets and fake welt back pockets. | Henry Belt Shorts | Shorts | Garment Lower body | Children Sizes 92-140 | Light Yellow | All over pattern"
662868003,"Jumper in a soft knit containing some wool with a wide, ribbed polo neck, low dropped shoulders and ribbing at the cuffs and hem. Slightly longer at the back. | Daisy | Sweater | Garment Upper body | Ladieswear | Beige | Melange"
802202004,"Mittens in a soft, fine knit with ribbed cuffs. | Magic mittens 3p | Gloves | Accessories | Baby Sizes 50-98 | Dark Blue | Colour blocking"
766595001,"Ankle-length suit trousers in a woven viscose blend with an elasticated waist, zip fly and button, side pockets, welt back pockets and legs with creases. Slim Fit – a fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette. | Hampsted drawstring trs | Trousers | Garment Lower body | Menswear | Dark Grey | Stripe"
796556002,Short-sleeved top in soft cotton jersey an appliqué on the front and a rounded hem. Longer at the back. | Joline top | T-shirt | Garment Upper body | Children Sizes 92-140 | Light Yellow | Sequin
680637002,"Jacket in woven fabric with a chest pocket and welt front pockets with a flap. Imitation suede elbow patches, decorative buttons at the cuffs and a single back vent. | ES Chicago Blazer | Blazer | Garment Upper body | Children Sizes 134-170 | Black | Check"
826000001,"Ankle-length jeans in washed, stretch denim with hard-worn details in a slightly looser fit with fake front pockets, real back pockets and tapered legs. Wide ribbing at the waist for best fit over the tummy. The cotton content of the jeans is partly recycled. | Girlfriend ankle trouser (D) | Trousers | Garment Lower body | Ladieswear | Blue | Denim"
504881005,Sleeveless romper suit in soft organic cotton jersey with press-studs at the crotch. | Basic tank overall Spring | Jumpsuit/Playsuit | Garment Full body | Baby Sizes 50-98 | Light Pink | All over pattern
739821005,T-shirt in cotton jersey with a print motif and a ribbed trim around the neckline. | HAPPY TEE TP | T-shirt | Garment Upper body | Children Sizes 92-140 | White | Placement print
