article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
784515001,784515,MERCURY tencel shirt,259,Shirt,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Straight-style shirt in a softly draping Tencel™ lyocell weave with a button-down collar, French front, open chest pocket and gently tapered waist. Yoke with a pleat at the back, long sleeves with adjustable buttoning at the cuffs, and a rounded hem."
752742014,752742,Printed Tank 6.99:-,253,Vest top,Garment Upper body,1010014,Placement print,11,Off White,1,Dusty Light,-1,Unknown,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,Vest top in cotton jersey with a print motif and slits in the sides of the hem.
651256001,651256,LS Zizi Socks,302,Socks,Socks & Tights,1010014,Placement print,51,Light Pink,1,Dusty Light,4,Pink,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"LOVE STORIES x H&M. Socks in a soft, ribbed cotton blend. High shaft with an intarsia design and elasticated tops."
495695003,495695,R-neck Astrix Lamswool,252,Sweater,Garment Upper body,1010010,Melange,63,Dark Purple,4,Dark,6,Lilac Purple,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Jumper in fine-knit lambswool with a round neck, long sleeves and ribbing at the neckline, cuffs and hem."
504151006,504151,Cajsa,245,Cardigan,Garment Upper body,1010010,Melange,62,Purple,1,Dusty Light,6,Lilac Purple,1646,Knitwear Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1003,Knitwear,"Cardigan in soft, fine-knit cotton with a round neck and buttons down the front."
501616086,501616,FRAME Easy Iron,259,Shirt,Garment Upper body,1010017,Stripe,72,Blue,7,Medium,2,Blue,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Long-sleeved shirt in a cotton blend with an easy-iron finish. Turn-down collar, classic front, narrow cuffs with adjustable buttoning, darts at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
570474011,570474,Zebra sweater,252,Sweater,Garment Upper body,1010014,Placement print,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Top in lightweight, printed sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
653633001,653633,Stephanie Dress,265,Dress,Garment Full body,1010016,Solid,42,Red,5,Bright,18,Red,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Short, straight-cut dress in sturdy jersey with a slight sheen. Round neck with an opening with a button at the back of the neck and short butterfly sleeves that are slightly longer at the back. Lined."
581127006,581127,Billy cheap chino,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,"Chinos in washed stretch cotton twill with an adjustable elasticated waist, zip fly and button, side pockets, and a fake welt pocket at the back."
625192004,625192,SB Eric rain waterproof pants,276,Outdoor trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Rain trousers in wind- and waterproof functional fabric with closed seams and reflective details. Press-studs at the sides, elasticated hems and a reinforced elastic strap under the feet. Adjustable elastic braces with plastic fasteners. The trousers have a water-repellent coating without fluorocarbons."
756672002,756672,PQ Lucy Headband,74,Hair/alice band,Accessories,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Wide headband knitted in an alpaca blend.
564310011,564310,Anthony 3pk  Fancy,286,Underwear bottom,Underwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, short legs, an elasticated waist and a lined front."
890039001,890039,Rib leggings 3-Pack,304,Underwear Tights,Socks & Tights,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Leggings in a soft, rib-knit cotton blend with an elasticated waist."
745475021,745475,Sorrel(1),265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in woven fabric with a small stand-up collar and V-neck opening at the top. Dropped shoulders, short sleeves and a rounded hem. Slightly longer at the back."
645916001,645916,BRIE,252,Sweater,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8718,Young Girl Knitwear,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1003,Knitwear,"Off-the-shoulder jumper in soft, fine-knit cotton with narrow shoulder straps and long raglan sleeves. Ribbing around the neckline, cuffs and hem, and a decorative seam with glittery thread at the side."
900794001,900794,Hjalmar chino straight fit,272,Trousers,Garment Lower body,1010016,Solid,17,Yellowish Brown,4,Dark,11,Beige,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,"Chinos in stretch cotton twill with a zip fly and button, diagonal side pockets, welt back pockets with a button and straight legs."
678642015,678642,BOKCHOY PRINTED HOOD PROGRAM,252,Sweater,Garment Upper body,1010008,Front print,43,Dark Red,4,Dark,18,Red,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Top in printed sweatshirt fabric with a lined, drawstring hood and ribbing at the cuffs and hem. Soft brushed inside."
651972001,651972,Tulip singoalla,258,Blouse,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,9,White,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,"Cold shoulder top in a soft viscose weave with narrow shoulder straps and an elasticated, lace-trimmed flounce at the shoulders."
827637002,827637,Cassis,264,Blazer,Garment Upper body,1010026,Other structure,73,Dark Blue,2,Medium Dusty,2,Blue,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Double-breasted jacket in bouclé made from a cotton blend with notch lapels, flap front pockets and decorative buttons at the cuffs. Lined."
495733003,495733,TD Marx Flanel,259,Shirt,Garment Upper body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in soft, lightweight premium cotton flannel with a cutaway collar and French front. Open chest pocket, yoke at the back, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
663579001,663579,Elsa Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Short, fitted, cold shoulder dress in jersey crêpe with narrow, adjustable shoulder straps, layered at the top with short sleeves, and a seam at the waist."
802482002,802482,ELEONOR LS,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved top in soft organic cotton jersey with a round, ribbed neckline."
630046015,630046,HUMMING TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,6,Light Grey,1,Dusty Light,12,Grey,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,T-shirt in printed jersey.
848420003,848420,Thelma jumper,252,Sweater,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Boxy-style jumper in fine-knit wool with a V-neck front and back. Dropped shoulders, long sleeves, decorative stitching at the back and ribbing at the cuffs and hem."
860172004,860172,Skinny CS 89,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,8956,Young Boy Denim,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1016,Trousers Denim,"5-pocket, skinny-fit jeans in washed, stretch, flexible denim for maximum comfort with an adjustable, elasticated waist, zip fly and button and narrow hems."
825692001,825692,POLLARD leggings,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,Leggings in lightweight cotton jersey with an elasticated waist.
678983008,678983,Tanya mock neck L/S,254,Top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved, turtleneck top in soft, ribbed jersey."
883489001,883489,Margareta aliceband,74,Hair/alice band,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,3420,Small Accessories Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Wide, satin-covered Alice band decorated with pearly plastic beads."
901312001,901312,Selma tulle,275,Skirt,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,9,White,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Flared, calf-length skirt in a double layer of tulle with a high waist and concealed zip in one side. Lined."
882596002,882596,2P SID SS BODIES,256,Bodysuit,Garment Upper body,1010002,Application/3D,21,Light Yellow,7,Medium,8,Yellow,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,Short-sleeved bodysuits in soft cotton jersey with a concealed press-stud on one shoulder and press-studs at the crotch.
699580001,699580,tho,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5656,Trouser,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers,"Joggers in a linen and cotton weave in a relaxed fit with an elasticated drawstring waist, fake fly, and slightly lower crotch. Side pockets, welt back pockets and tapered legs with ribbed hems."
662659002,662659,2p Matcha Hipster mid(Petunia),286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in cotton jersey and lace with mesh sections. Mid waist, lined gusset, wide sides and full coverage at the back."
832817003,832817,PQ NOEMI CASH CARDIGAN,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,"Short cardigan in soft, fine-knit cashmere with a V-neck and large buttons down the front. Dropped shoulders, long sleeves and wide ribbing at the cuffs and hem."
692001004,692001,Ursula dress,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Knee-length, V-neck dress in a viscose weave with buttons down the front, narrow, detachable ties under the bust and short, frill-trimmed sleeves. Unlined."
760020008,760020,FILIPPA dress,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Sleeveless dress in an organic cotton weave with buttons down the front and flared hem. Lined at the top.
597230001,597230,58-Studio Nemesis V-neck,252,Sweater,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,5641,Local relevance,F,Menswear,3,Menswear,24,Men Project,1001,Unknown,STUDIO COLLECTION. V-neck jumper in a textured cotton knit with short raglan sleeves.
525581014,525581,Basic single jersey hood,245,Cardigan,Garment Upper body,1010017,Stripe,81,Light Turquoise,1,Dusty Light,7,Turquoise,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Cardigan in soft, organic cotton jersey with a hood, chest pocket and press-studs down the front."
775402002,775402,Frida trouser,272,Trousers,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Trousers in a lightweight viscose weave with an elasticated drawstring waist, side pockets, fake welt back pockets and tapered legs. Wide panel at the waist for best fit over the tummy."
568056001,568056,JACKIE seamless ls,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fitted sports top in fast-drying functional fabric with a drawstring hood and long raglan sleeves. Seamless.
746793002,746793,DIV Perrier trash shorts,274,Shorts,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Short, 5-pocket shorts in washed, stretch denim with hard-worn details, a regular waist, button fly and sewn-in turn-ups at the hems."
865354001,865354,Brenda hair clip,72,Hair clip,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,3420,Small Accessories Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Round hair clip in metal decorated with pearly plastic beads. Diameter 4.5 cm.
612719001,612719,Tami felt hat,76,Hat/brim,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Hat in felted wool with a band and turned-up brim. Width of brim 4 cm.
870406001,870406,Evan jumpsuit,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Cold shoulder playsuit in patterned jersey with narrow shoulder straps and flounces that go round the arms. Elasticated seam at the waist and short, wide legs."
929850001,929850,No Lic. Mia,252,Sweater,Garment Upper body,1010008,Front print,8,Dark Grey,4,Dark,-1,Unknown,8815,License,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Round-necked, long-sleeved top in soft cotton jersey with a print motif. Rounded and slightly longer at the back."
818779001,818779,Carina dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, gently flared dress in soft, ribbed jersey with a round, rib-trimmed neckline and long sleeves. Visible seam down the back. Unlined."
783056001,783056,Baloo Padded Soft Body.,283,Underwear body,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Body in soft microfibre with a lace section under the bust. Straight cut at the top and mesh-lined cups with removable inserts that shape the bust and provide good support. Narrow, adjustable shoulder straps that cross at the back, high-cut legs, a high cut at the back and lined gusset. Laser-cut edges around the legs for a smooth silhouette."
776757001,776757,D2 PE CINDY TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Trousers in a soft wool weave with a high waist and extended waistband with concealed hook-and-eye fasteners. Zip fly, side pockets and one jetted back pocket. Straight, extra-long legs with creases and a slit at the hems that can be fastened with a detachable tab and button."
701085007,701085,MONICA DRESS,265,Dress,Garment Full body,1010001,All over pattern,22,Yellow,7,Medium,8,Yellow,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved dress in patterned organic cotton jersey with a gathered seam at the waist and flared skirt.
589222001,589222,Skinny H.W Air,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"High-waisted jeans in stretch denim with a zip fly and button, fake front pockets, real back pockets and skinny legs."
350082031,350082,Hayes,272,Trousers,Garment Lower body,1010026,Other structure,8,Dark Grey,4,Dark,12,Grey,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Suit trousers in a stretch weave with a regular waist with a concealed hook-and-eye fastener, side pockets, a welt back pocket and tapered legs with creases."
739679006,739679,Beck LS Top,254,Top,Garment Upper body,1010015,Sequin,10,White,3,Light,9,White,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Long-sleeved top in soft cotton jersey with a sequin motif on the front and a rounded hem. Slightly longer at the back.
681187003,681187,SB Padded Halfsuite,277,Costumes,Garment Full body,1010002,Application/3D,10,White,3,Light,9,White,4216,Dress-up Boys,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Padded, sleeveless fancy dress costume in jersey."
833530002,833530,Surfs Up Tanga,59,Swimwear bottom,Swimwear,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist and cutaway coverage at the back.
838696001,838696,SKIRT GAGA,275,Skirt,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"5-pocket skirt in washed, stretch denim with an adjustable, elasticated waist (in sizes 8-12Y), visible zip down the front and a frayed, cut-off hem."
653290004,653290,RAVEN pocket tee,255,T-shirt,Garment Upper body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,7520,Knitwear,F,Menswear,3,Menswear,28,Men Edition,1003,Knitwear,Straight-cut T-shirt in soft cotton jersey in a relaxed style with an open chest pocket and short slits in the sides.
411413021,411413,Brooke raw cut ss,255,T-shirt,Garment Upper body,1010017,Stripe,42,Red,7,Medium,18,Red,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped T-shirt in jersey with a chest pocket and short sleeves with sewn-in turn-ups.
853327001,853327,Alaskan,262,Jacket,Garment Upper body,1010016,Solid,13,Beige,1,Dusty Light,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Short trenchcoat in a cotton and Tencel™ lyocell blend with a collar, tab with a button at the top and shoulder tabs with a button. Off-centre buttons at the front and a loose yoke at one side. Wide raglan sleeves with an adjustable tab and plastic buckle at the cuffs. Front pockets with a decorative flap, a detachable belt with a plastic buckle at the waist, and a gently rounded hem. Lined."
781758008,781758,FRAME Easy Care TVP,259,Shirt,Garment Upper body,1010016,Solid,53,Dark Pink,4,Dark,18,Red,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in woven fabric with an easy-iron finish. Turn-down collar, classic front and darts and a yoke at the back. Long sleeves, narrow cuffs with adjustable buttoning, and a rounded hem. Slim Fit – a fit with narrow shoulders and a tapered waist for a fitted silhouette."
820308001,820308,Charlotte Pull On Soft Bra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with padded cups that shape the bust and provide good support. Wide lace trim at the hem. No fasteners."
874054002,874054,Athens Thin Scarf,80,Scarf,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Double-layered, rectangular scarf in satin made from recycled polyester."
769601001,769601,BRISSIE JGR 2-pack,272,Trousers,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,Slim-fit trousers in soft sweatshirt fabric with an elasticated drawstring waist and tapered legs with ribbed hems. Soft brushed inside.
641013001,641013,Derek shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5956,Woven inactive from s1,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers,"Knee-length shorts in sturdy cotton twill with napped details. Button fly, side pockets, back pockets, a coin pocket and frayed, raw-edge hems."
817967001,817967,CSP Dixie tee,255,T-shirt,Garment Upper body,1010014,Placement print,52,Pink,2,Medium Dusty,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif on the front.
703991001,703991,Frugan 2-pack,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted tops in soft jersey with a slightly lower neckline and long sleeves.
559630013,559630,Timeless Triangle Top,298,Bikini top,Swimwear,1010006,Dot,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined triangle bikini top with narrow, adjustable shoulder straps that can be fastened in different ways at the back and cups with removable inserts that shape the bust and provide good support. Metal fastener at the back."
547780019,547780,Basic sweatpants,272,Trousers,Garment Lower body,1010020,Contrast,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Trousers in soft sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems. Soft brushed inside."
643202006,643202,Jerry off shoulder top,258,Blouse,Garment Upper body,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Short, off-the-shoulder blouse in airy, plumeti chiffon with smocking and elastication at the top, 3/4-length flounced sleeves and a smocked hem. Unlined."
748651010,748651,Charlie,87,Boots,Shoes,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Warm-lined ankle boots with a zip at one side and loop at the back. Soft pile linings and insoles and patterned soles.
660201002,660201,Crista Dress L/S,265,Dress,Garment Full body,1010009,Glittering/Metallic,42,Red,7,Medium,18,Red,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,"Long-sleeved dress in soft cotton jersey with a decorative scalloped trim around the neckline, a concealed press-stud on one shoulder, a seam at the waist with a bow, and a glittery tulle skirt."
570241003,570241,Vincent Trs,272,Trousers,Garment Lower body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,5679,Denim wardrobe H&M man inactive from S.6,F,Menswear,3,Menswear,30,Men Other 2,1001,Unknown,"Suit trousers in a linen and cotton weave with a zip fly and concealed hook-and-eye fastening. Side pockets, welt back pockets with a button and slightly shorter legs with creases and turn-ups at the hems. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette."
722475005,722475,FRAME Easy Iron TVP,259,Shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Long-sleeved shirt in woven fabric with an easy-iron finish. Turn-down collar, classic front, darts and a yoke at the back, narrow cuffs with adjustable buttoning, and a rounded hem. Slim fit with narrow shoulders and a tapered waist."
896148001,896148,Beth boot BG,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,4321,Young Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Warm-lined boots in imitation leather with an ankle-height shaft, lacing at the front, a zip in one side and a loop at the back. Soft velour linings and insoles and chunky soles. Height of soles 3.5 cm."
750480002,750480,VERA 5-pcs GIFTSET,270,Garment Set,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Set with a long-sleeved bodysuit, pair of leggings, an all-in-one suit, a T-shirt and a hat in soft organic cotton jersey. Bodysuit with press-studs at the crotch. Leggings with a wide foldover waistband, elasticated heels and full feet. All-in-one suit with an all-over print, press-studs down the front and at the crotch, elasticated heels and full feet. T-shirt with a print motif on the front and lapped shoulders."
690223001,690223,Peone jumper,252,Sweater,Garment Upper body,1010009,Glittering/Metallic,11,Off White,1,Dusty Light,9,White,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Long-sleeved jumper in a soft, textured knit with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
686127006,686127,SB Bobby TP,262,Jacket,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Nylon jacket with a detachable, jersey-lined hood, zip down the front with a chin guard, zipped side pockets and ribbing at the cuffs and hem. Jersey lining."
661023005,661023,Flirty Mysan ring pk.,79,Ring,Accessories,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal rings in various designs.
552004003,552004,Rose fancy top,255,T-shirt,Garment Upper body,1010002,Application/3D,9,Black,4,Dark,5,Black,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft, printed cotton jersey with an appliqué on the front and a decorative seam and short slit at the back."
685276005,685276,Peace blouse,258,Blouse,Garment Upper body,1010001,All over pattern,17,Yellowish Brown,2,Medium Dusty,13,Brown,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Long-sleeved blouse in a patterned weave with flounces, a V-neck and wrapover front with a concealed hook-and-eye fastener and ties at one side."
574198005,574198,Livka sneaker,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,
584631003,584631,5pk regular fancy,302,Socks,Socks & Tights,1010012,Mixed solid/pattern,8,Dark Grey,4,Dark,12,Grey,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, fine-knit cotton blend with elasticated tops."
710695012,710695,PAM CANVAS CAP,69,Cap/peaked,Accessories,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Cap in cotton twill with an adjustable metal fastening at the back.
831252002,831252,CC fancy mini,72,Hair clip,Accessories,1010016,Solid,30,Other Orange,5,Bright,3,Orange,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Metal hair clips in various designs. Size 4 cm.
556539003,556539,Velvet scrunchie,512,Hair ties,Accessories,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Velour-covered hair elastic.
